"module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"grey",81,72,1,1.58889377107552e-05,0.291085338861035,3,0.0416666666666667,1,3,"GO:0035662","MF","Toll-like receptor 4 binding","Interacting selectively and non-covalently with a Toll-like 4 protein, a pattern recognition receptor that binds bacterial lipopolysaccharide (LPS) to initiate an innate immune response."
"grey",81,72,2,3.28381362063247e-05,0.601594655299869,5,0.0694444444444444,0.3125,16,"GO:0060285","BP","cilium-dependent cell motility","Cell motility due to the motion of one or more eukaryotic cilia. A eukaryotic cilium is a specialized organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic (plasma) membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."
"grey",81,72,3,3.28381362063247e-05,0.601594655299869,5,0.0694444444444444,0.3125,16,"GO:0060294","BP","cilium movement involved in cell motility","Movement of cilia mediated by motor proteins that contributes to the movement of a cell."
"grey",81,72,4,4.56025637376906e-05,0.835438967674491,5,0.0694444444444444,0.294117647058824,17,"GO:0003341","BP","cilium movement","The directed, self-propelled movement of a cilium."
"grey",81,72,5,0.000111892101736648,1,4,0.0555555555555556,0.363636363636364,11,"GO:0050832","BP","defense response to fungus","Reactions triggered in response to the presence of a fungus that act to protect the cell or organism."
"grey",81,72,6,0.000320228788050538,1,4,0.0555555555555556,0.285714285714286,14,"GO:0030317","BP","flagellated sperm motility","The directed, self-propelled movement of a cilium (aka flagellum) that contributes to the movement of a flagellated sperm."
"grey",81,72,7,0.000320228788050538,1,4,0.0555555555555556,0.285714285714286,14,"GO:0097722","BP","sperm motility","Any process involved in the controlled movement of a sperm cell."
"grey",81,72,8,0.000560121620553486,1,4,0.0555555555555556,0.25,16,"GO:0009620","BP","response to fungus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a fungus."
"grey",81,72,9,0.000640778159392313,1,2,0.0277777777777778,1,2,"GO:0070488","BP","neutrophil aggregation","The adhesion of one neutrophil to one or more other neutrophils via adhesion molecules."
"grey",81,72,10,0.000811281133598829,1,3,0.0416666666666667,0.375,8,"GO:0035325","MF","Toll-like receptor binding","Interacting selectively and non-covalently with a Toll-like protein, a pattern recognition receptor that binds pattern motifs from a variety of microbial sources to initiate an innate immune response."
"grey60",42,34,1,0.000831140422328517,1,2,0.0588235294117647,0.5,4,"GO:0099612","BP","protein localization to axon","A process in which a protein is transported to or maintained in a location within an axon."
"grey60",42,34,2,0.00252780928591137,1,4,0.117647058823529,0.0816326530612245,49,"GO:0008544","BP","epidermis development","The process whose specific outcome is the progression of the epidermis over time, from its formation to the mature structure. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species."
"grey60",42,34,3,0.00860622569803578,1,2,0.0588235294117647,0.166666666666667,12,"GO:2001222","BP","regulation of neuron migration",NA
"grey60",42,34,4,0.0120353982300886,1,1,0.0294117647058824,1,1,"GO:0007161","BP","calcium-independent cell-matrix adhesion","The binding of a cell to the extracellular matrix via adhesion molecules that do not require the presence of calcium for the interaction."
"grey60",42,34,5,0.0120353982300886,1,1,0.0294117647058824,1,1,"GO:0021869","BP","forebrain ventricular zone progenitor cell division","The mitotic division of a basal progenitor giving rise to two neurons."
"grey60",42,34,6,0.0120353982300886,1,1,0.0294117647058824,1,1,"GO:0034497","BP","protein localization to phagophore assembly site","Any process in which a protein is transported to, or maintained at, the phagophore assembly site (PAS)."
"grey60",42,34,7,0.0120353982300886,1,1,0.0294117647058824,1,1,"GO:0042297","BP","vocal learning","A behavioral process whose outcome is a relatively long-lasting behavioral change whereby an organism modifies innate vocalizations to imitate sounds produced by others."
"grey60",42,34,8,0.0120353982300886,1,1,0.0294117647058824,1,1,"GO:0044804","BP","autophagy of nucleus","A form of autophagy, by which damaged or non-essential parts of the nucleus, or even an entire nucleus is degraded."
"grey60",42,34,9,0.0120353982300886,1,1,0.0294117647058824,1,1,"GO:0044805","BP","late nucleophagy","A type of nucleophagy, distinct from piecemeal microautophagy of the nucleus (PNM) where the nuclear material is delivered to the vacuole/lysosome for breakdown and recycling later than observed for PNM."
"grey60",42,34,10,0.0120353982300886,1,1,0.0294117647058824,1,1,"GO:0045161","BP","neuronal ion channel clustering","The process in which voltage-gated ion channels become localized to distinct subcellular domains in the neuron. Specific targeting, clustering, and maintenance of these channels in their respective domains are essential to achieve high conduction velocities of action potential propagation."
"lightcyan",43,41,1,2.05026101249315e-05,0.375607817488744,8,0.195121951219512,0.0941176470588235,85,"GO:1905114","BP","cell surface receptor signaling pathway involved in cell-cell signaling",NA
"lightcyan",43,41,2,6.13319120236362e-05,1,4,0.0975609756097561,0.25,16,"GO:0008013","MF","beta-catenin binding","Interacting selectively and non-covalently with the beta subunit of the catenin complex."
"lightcyan",43,41,3,0.000611031425169777,1,2,0.0487804878048781,0.666666666666667,3,"GO:0016577","BP","histone demethylation","The modification of histones by removal of methyl groups."
"lightcyan",43,41,4,0.000611031425169777,1,2,0.0487804878048781,0.666666666666667,3,"GO:0070076","BP","histone lysine demethylation","The modification of a histone by the removal of a methyl group from a lysine residue."
"lightcyan",43,41,5,0.000611031425169777,1,2,0.0487804878048781,0.666666666666667,3,"GO:0045295","MF","gamma-catenin binding","Interacting selectively and non-covalently with the gamma subunit of the catenin complex."
"lightcyan",43,41,6,0.000660730184030913,1,6,0.146341463414634,0.0789473684210526,76,"GO:0016055","BP","Wnt signaling pathway","The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell and ending with a change in cell state."
"lightcyan",43,41,7,0.000708907594907761,1,6,0.146341463414634,0.0779220779220779,77,"GO:0198738","BP","cell-cell signaling by wnt",NA
"lightcyan",43,41,8,0.00073396886049699,1,3,0.0731707317073171,0.230769230769231,13,"GO:0046928","BP","regulation of neurotransmitter secretion","Any process that modulates the frequency, rate or extent of the regulated release of a neurotransmitter from a cell."
"lightcyan",43,41,9,0.00120460985408324,1,5,0.121951219512195,0.087719298245614,57,"GO:0030111","BP","regulation of Wnt signaling pathway","Any process that modulates the frequency, rate or extent of the activity of the Wnt signal transduction pathway."
"lightcyan",43,41,10,0.00121081767866465,1,2,0.0487804878048781,0.5,4,"GO:0006482","BP","protein demethylation","The removal of a methyl group, from a protein amino acid. A methyl group is derived from methane by the removal of a hydrogen atom."
"lightgreen",29,24,1,0.000206497579134916,1,2,0.0833333333333333,0.666666666666667,3,"GO:0061101","BP","neuroendocrine cell differentiation","The process in which a relatively unspecialized cell acquires specialized structural and/or functional features of a neuroendocrine cell. A neuroendocrine cell is a cell that receives input form a neuron which controls the secretion of an endocrine substance."
"lightgreen",29,24,2,0.000206497579134916,1,2,0.0833333333333333,0.666666666666667,3,"GO:0061549","BP","sympathetic ganglion development","The process whose specific outcome is the progression of a sympathetic ganglion over time, from its formation to the mature structure."
"lightgreen",29,24,3,0.000229417437104316,1,3,0.125,0.2,15,"GO:0042472","BP","inner ear morphogenesis","The process in which the anatomical structures of the inner ear are generated and organized. The inner ear is the structure in vertebrates that contains the organs of balance and hearing. It consists of soft hollow sensory structures (the membranous labyrinth) containing fluid (endolymph) surrounded by fluid (perilymph) and encased in a bony cavity (the bony labyrinth). It consists of two chambers, the sacculus and utriculus, from which arise the cochlea and semicircular canals respectively."
"lightgreen",29,24,4,0.000339053696121563,1,3,0.125,0.176470588235294,17,"GO:0042471","BP","ear morphogenesis","The process in which the anatomical structures of the ear are generated and organized. The ear is the sense organ in vertebrates that is specialized for the detection of sound, and the maintenance of balance. Includes the outer ear and middle ear, which collect and transmit sound waves; and the inner ear, which contains the organs of balance and (except in fish) hearing. Also includes the pinna, the visible part of the outer ear, present in some mammals."
"lightgreen",29,24,5,0.000410850307524527,1,2,0.0833333333333333,0.5,4,"GO:0048485","BP","sympathetic nervous system development","The process whose specific outcome is the progression of the sympathetic nervous system over time, from its formation to the mature structure. The sympathetic nervous system is one of the two divisions of the vertebrate autonomic nervous system (the other being the parasympathetic nervous system). The sympathetic preganglionic neurons have their cell bodies in the thoracic and lumbar regions of the spinal cord and connect to the paravertebral chain of sympathetic ganglia. Innervate heart and blood vessels, sweat glands, viscera and the adrenal medulla. Most sympathetic neurons, but not all, use noradrenaline as a post-ganglionic neurotransmitter."
"lightgreen",29,24,6,0.000410850307524527,1,2,0.0833333333333333,0.5,4,"GO:0061548","BP","ganglion development","The process whose specific outcome is the progression of a ganglion over time, from its formation to the mature structure."
"lightgreen",29,24,7,0.000793997901075362,1,7,0.291666666666667,0.0362694300518135,193,"GO:0009887","BP","animal organ morphogenesis","Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."
"lightgreen",29,24,8,0.000898197593915747,1,5,0.208333333333333,0.0537634408602151,93,"GO:0007423","BP","sensory organ development","The process whose specific outcome is the progression of sensory organs over time, from its formation to the mature structure."
"lightgreen",29,24,9,0.00141570555676782,1,2,0.0833333333333333,0.285714285714286,7,"GO:0002067","BP","glandular epithelial cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of a glandular epithelial cell. A glandular epithelial cell is a columnar/cuboidal epithelial cell found in a two dimensional sheet with a free surface exposed to the lumen of a gland."
"lightgreen",29,24,10,0.00142913927701762,1,5,0.208333333333333,0.0485436893203883,103,"GO:0048598","BP","embryonic morphogenesis","The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."
"magenta",113,111,1,9.7461602969378e-21,1.785496566399e-16,60,0.540540540540541,0.130151843817787,461,"GO:0005576","CC","extracellular region","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
"magenta",113,111,2,2.97442522264966e-18,5.44914700789418e-14,50,0.45045045045045,0.141643059490085,353,"GO:0005615","CC","extracellular space","That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."
"magenta",113,111,3,1.44724517928924e-12,2.65135316845789e-08,15,0.135135135135135,0.405405405405405,37,"GO:0004252","MF","serine-type endopeptidase activity","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."
"magenta",113,111,4,8.60128533648864e-12,1.57575547364472e-07,15,0.135135135135135,0.365853658536585,41,"GO:0008236","MF","serine-type peptidase activity","Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."
"magenta",113,111,5,1.29490344167493e-11,2.37226310514846e-07,15,0.135135135135135,0.357142857142857,42,"GO:0017171","MF","serine hydrolase activity","Catalysis of the hydrolysis of a substrate by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."
"magenta",113,111,6,6.76479701851845e-11,1.23931081379258e-06,22,0.198198198198198,0.2,110,"GO:0008233","MF","peptidase activity","Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid."
"magenta",113,111,7,9.02215054729613e-10,1.65285798026465e-05,19,0.171171171171171,0.206521739130435,92,"GO:0030141","CC","secretory granule","A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."
